C_Zh,mass,CaPhi,BR_mu,acceptance,cross_section_pb,BR_h_to_Za,N_signal
0.001096985797892384,1.0,0.000251,0.1,0.007533333333333334,6.415281506212264e-05,1.1747448280923392e-06,0.05799414481615888
0.001096985797892384,1.0,0.000316,0.1,0.008166666666666666,6.415281506212264e-05,1.1747448280923392e-06,0.06286975876088019
0.001096985797892384,1.0,0.000398,0.1,0.0066,6.415281506212264e-05,1.1747448280923392e-06,0.05080902952920113
0.001096985797892384,1.0,0.000501,0.1,0.004733333333333333,6.415281506212264e-05,1.1747448280923392e-06,0.036438798955285664
0.001096985797892384,1.0,0.000631,0.1,0.0025,6.415281506212264e-05,1.1747448280923392e-06,0.019245844518636798
0.001096985797892384,1.0,0.000794,0.1,0.0006666666666666666,6.415281506212264e-05,1.1747448280923392e-06,0.005132225204969812
0.001096985797892384,1.0,0.001,0.1,0.0002,6.415281506212264e-05,1.1747448280923392e-06,0.0015396675614909438
0.001096985797892384,1.0,0.00126,0.1,3.3333333333333335e-05,6.415281506212264e-05,1.1747448280923392e-06,0.0002566112602484906
0.001096985797892384,1.0,0.00158,0.1,0.0,6.415281506212264e-05,1.1747448280923392e-06,0.0
0.001096985797892384,1.0,0.002,0.1,0.0,6.415281506212264e-05,1.1747448280923392e-06,0.0
0.001096985797892384,1.0,0.00251,0.1,0.0,6.415281506212264e-05,1.1747448280923392e-06,0.0
0.001096985797892384,1.0,0.00316,0.1,0.0,6.415281506212264e-05,1.1747448280923392e-06,0.0
0.001096985797892384,1.0,0.00398,0.1,0.0,6.415281506212264e-05,1.1747448280923392e-06,0.0
0.001096985797892384,1.0,0.00501,0.1,0.0,6.415281506212264e-05,1.1747448280923392e-06,0.0
0.001096985797892384,1.0,0.00631,0.1,0.0,6.415281506212264e-05,1.1747448280923392e-06,0.0
0.0011489510001873086,1.0,1e-06,0.1,0.0,7.037471899992243e-05,1.2886782457411176e-06,0.0
0.0011489510001873086,1.0,1.26e-06,0.1,0.0,7.037471899992243e-05,1.2886782457411176e-06,0.0
0.0011489510001873086,1.0,1.58e-06,0.1,0.0,7.037471899992243e-05,1.2886782457411176e-06,0.0
0.0011489510001873086,1.0,2e-06,0.1,0.0,7.037471899992243e-05,1.2886782457411176e-06,0.0
0.0011489510001873086,1.0,2.51e-06,0.1,0.0,7.037471899992243e-05,1.2886782457411176e-06,0.0
0.0011489510001873086,1.0,3.16e-06,0.1,0.0,7.037471899992243e-05,1.2886782457411176e-06,0.0
0.0011489510001873086,1.0,3.98e-06,0.1,0.0,7.037471899992243e-05,1.2886782457411176e-06,0.0
0.0011489510001873086,1.0,1.58e-05,0.1,0.0001,7.037471899992243e-05,1.2886782457411176e-06,0.0008444966279990692
0.0011489510001873086,1.0,2e-05,0.1,0.0001,7.037471899992243e-05,1.2886782457411176e-06,0.0008444966279990692
0.0011489510001873086,1.0,2.51e-05,0.1,0.00016666666666666666,7.037471899992243e-05,1.2886782457411176e-06,0.0014074943799984487
0.0011489510001873086,1.0,3.16e-05,0.1,0.0002666666666666667,7.037471899992243e-05,1.2886782457411176e-06,0.002251991007997518
0.0011489510001873086,1.0,3.98e-05,0.1,0.0003,7.037471899992243e-05,1.2886782457411176e-06,0.0025334898839972073
0.0011489510001873086,1.0,5.01e-05,0.1,0.0005666666666666667,7.037471899992243e-05,1.2886782457411176e-06,0.004785480891994726
0.0011489510001873086,1.0,6.31e-05,0.1,0.0009333333333333333,7.037471899992243e-05,1.2886782457411176e-06,0.007881968527991312
0.0011489510001873086,1.0,7.94e-05,0.1,0.0018,7.037471899992243e-05,1.2886782457411176e-06,0.015200939303983245
0.0011489510001873086,1.0,0.0001,0.1,0.0026666666666666666,7.037471899992243e-05,1.2886782457411176e-06,0.02251991007997518
0.0011489510001873086,1.0,0.000126,0.1,0.0038666666666666667,7.037471899992243e-05,1.2886782457411176e-06,0.03265386961596401
0.0011489510001873086,1.0,0.000158,0.1,0.005,7.037471899992243e-05,1.2886782457411176e-06,0.042224831399953464
0.0011489510001873086,1.0,0.0002,0.1,0.006533333333333334,7.037471899992243e-05,1.2886782457411176e-06,0.05517377969593919
0.0011489510001873086,1.0,0.000251,0.1,0.007533333333333334,7.037471899992243e-05,1.2886782457411176e-06,0.06361874597592988
0.0011489510001873086,1.0,0.000316,0.1,0.008166666666666666,7.037471899992243e-05,1.2886782457411176e-06,0.06896722461992398
